"school_name","major_group","grand_total"
"GledhillMath/SciMa","Teachers",912965
"GledhillStEEC","Early Childhood Development",1273049
"GledhillStEEC","Housekeepers",59103
"GledhillStEEC","Instructional Materials",11500
"GledhillStEEC","Sped-Allocation To Schools For Compliance",192
"GlenAltaEL","Administrators (Principals & Assistant Principals)",138119
"GlenAltaEL","Afterschool Programs",1077
"GlenAltaEL","Afterschool Programs",51829
"GlenAltaEL","Arts Program",19098
"GlenAltaEL","Cafeteria",81590
"GlenAltaEL","Campus Aides",21473
"GlenAltaEL","Categorical Program Advisors",58045
"GlenAltaEL","Certificated Supplemental Time (X, Z, & Professional Development)",4620
"GlenAltaEL","Clerical Substitutes",419
"GlenAltaEL","Clerical Support",103868
"GlenAltaEL","Common Core State Standards",16450
"GlenAltaEL","Coordinators",58045
"GlenAltaEL","Counseling Time (Registration)",545
"GlenAltaEL","Counselors",58417
"GlenAltaEL","Custodial Supplies",3015
"GlenAltaEL","Custodians",127062
"GlenAltaEL","Differentials/Longevities",1436
"GlenAltaEL","Employee Benefits/Adjustments/Public Employee Retirements",-17134
"GlenAltaEL","General Supplies",6911
"GlenAltaEL","Indirect Cost",2591
"GlenAltaEL","Instructional Materials",2157
"GlenAltaEL","Instructional Materials",3840
"GlenAltaEL","Instructional Materials",4016
"GlenAltaEL","Nurses",19790
"GlenAltaEL","Parent Involvement",2580
"GlenAltaEL","Psychologists",8352
"GlenAltaEL","Sped-Allocation To Schools For Compliance",1849
"GlenAltaEL","Sped-Assistants",49500
"GlenAltaEL","Sped-Ima Allocation To Schools",13
"GlenAltaEL","Sped-Teacher-Resource Specialist Program",102343
"GlenAltaEL","Substitutes-Day To Day And Long-Term",7480
"GlenAltaEL","Substitutes-Day To Day And Long-Term",33100
"GlenAltaEL","Teacher Academic Differentials",240
"GlenAltaEL","Teacher Assistants",12827
"GlenAltaEL","Teacher Assistants",38481
"GlenAltaEL","Teachers",653
"GlenAltaEL","Teachers",4426
"GlenAltaEL","Teachers",4426
"GlenAltaEL","Teachers",989000
"GlenAltaEL","Temporary Personnel Account",2300
"GlenAltaEL","Temporary Personnel Account",4704
"GlenAltaEL","Transportation",760
"GlenfelizBlvdEEC","Early Childhood Development",822042
"GlenfelizBlvdEEC","Housekeepers",59103
"GlenfelizBlvdEEC","Instructional Materials",6700
"GlenfelizBlvdEEC","Sped-Allocation To Schools For Compliance",64
"GlenfelizBlvdEL","Administrators (Principals & Assistant Principals)",136344
"GlenfelizBlvdEL","Advisors",58045
"GlenfelizBlvdEL","Afterschool Programs",1615
"GlenfelizBlvdEL","Afterschool Programs",70858
"GlenfelizBlvdEL","Arts Program",19098
"GlenfelizBlvdEL","Cafeteria",120347
"GlenfelizBlvdEL","Campus Aides",21030
"GlenfelizBlvdEL","Certificated Supplemental Time (X, Z, & Professional Development)",285
"GlenfelizBlvdEL","Certificated Supplemental Time (X, Z, & Professional Development)",2000
"GlenfelizBlvdEL","Clerical Substitutes",674
"GlenfelizBlvdEL","Clerical Support",124665
"GlenfelizBlvdEL","Common Core State Standards",26250
"GlenfelizBlvdEL","Coordinators",58045
"GlenfelizBlvdEL","Custodial Supplies",3547
"GlenfelizBlvdEL","Custodians",124334
"GlenfelizBlvdEL","Differentials/Longevities",1947
"GlenfelizBlvdEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"GlenfelizBlvdEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"GlenfelizBlvdEL","General Supplies",6035
"GlenfelizBlvdEL","Indirect Cost",3543
"GlenfelizBlvdEL","Instructional Materials",5680
"GlenfelizBlvdEL","Instructional Materials",10006
"GlenfelizBlvdEL","Instructional Materials",10500
"GlenfelizBlvdEL","Library Aides",11470
"GlenfelizBlvdEL","Nurses",19790
"GlenfelizBlvdEL","Parent Involvement",400
"GlenfelizBlvdEL","Parent Involvement",3360
"GlenfelizBlvdEL","Parent Involvement",6600
"GlenfelizBlvdEL","Psychologists",5220
"GlenfelizBlvdEL","Sped-Allocation To Schools For Compliance",1913
"GlenfelizBlvdEL","Sped-Assistants",95674
"GlenfelizBlvdEL","Sped-Teacher-Resource Specialist Program",85440
"GlenfelizBlvdEL","Substitutes-Day To Day And Long-Term",5925
"GlenfelizBlvdEL","Substitutes-Day To Day And Long-Term",23477
"GlenfelizBlvdEL","Substitutes-Day To Day And Long-Term",49650
"GlenfelizBlvdEL","Teacher Assistants",40628
"GlenfelizBlvdEL","Teachers",450
"GlenfelizBlvdEL","Teachers",29661
"GlenfelizBlvdEL","Teachers",1447822
"GlenfelizBlvdEL","Temporary Personnel Account",7000
"GlenfelizBlvdEL","Temporary Personnel Account",7810
"GlenwoodEL","Administrators (Principals & Assistant Principals)",136344
"GlenwoodEL","Advisors",58607
"GlenwoodEL","Afterschool Programs",2153
"GlenwoodEL","Afterschool Programs",112222
"GlenwoodEL","Arts Program",38196
"GlenwoodEL","Cafeteria",120347
"GlenwoodEL","Campus Aides",21473
"GlenwoodEL","Categorical Program Advisors",58763
"GlenwoodEL","Certificated Supplemental Time (X, Z, & Professional Development)",2516
"GlenwoodEL","Certificated Supplemental Time (X, Z, & Professional Development)",6873
"GlenwoodEL","Classified Overtime, X & Z Time",2000
"GlenwoodEL","Clerical Substitutes",800
"GlenwoodEL","Clerical Support",124665
"GlenwoodEL","Common Core State Standards",14734
"GlenwoodEL","Custodial Supplies",3855
"GlenwoodEL","Custodians",127062
"GlenwoodEL","Differentials/Longevities",718
"GlenwoodEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"GlenwoodEL","Employee Benefits/Adjustments/Public Employee Retirements",-7283
"GlenwoodEL","General Supplies",7667
"GlenwoodEL","Indirect Cost",5611
"GlenwoodEL","Instructional Materials",1000
"GlenwoodEL","Instructional Materials",6736
"GlenwoodEL","Instructional Materials",7719
"GlenwoodEL","Instructional Materials",10240
"GlenwoodEL","Nurses",19790
"GlenwoodEL","Nurses",39580
"GlenwoodEL","Parent Involvement",1000
"GlenwoodEL","Parent Involvement",4392
"GlenwoodEL","Psychologists",5220
"GlenwoodEL","School Readiness Language Development Program",117674
"GlenwoodEL","Sped-Allocation To Schools For Compliance",3762
"GlenwoodEL","Sped-Assistants",447569
"GlenwoodEL","Sped-Ima Allocation To Schools",396
"GlenwoodEL","Sped-Teacher-Resource Specialist Program",93641
"GlenwoodEL","Sped-Teacher-Special Day Program",333596
"GlenwoodEL","Substitutes-Day To Day And Long-Term",7042
"GlenwoodEL","Substitutes-Day To Day And Long-Term",59580
"GlenwoodEL","Teacher Assistants",59861
"GlenwoodEL","Teachers",49478
"GlenwoodEL","Teachers",51173
"GlenwoodEL","Teachers",1797532
"GlenwoodEL","Temporary Personnel Account",9922
"GompersInt","Accelerated Academic Literacy",124247
"GompersInt","Administrators (Principals & Assistant Principals)",0
"GompersInt","Administrators (Principals & Assistant Principals)",94192
"GompersInt","Administrators (Principals & Assistant Principals)",148434
"GompersInt","Cafeteria",446438
"GompersInt","Campus Aides",198619
"GompersInt","Certificated Supplemental Time (X, Z, & Professional Development)",840
"GompersInt","Certificated Supplemental Time (X, Z, & Professional Development)",5555
"GompersInt","Clerical Substitutes",1141
"GompersInt","Clerical Support",0
"GompersInt","Clerical Support",2445
"GompersInt","Clerical Support",9772
"GompersInt","Clerical Support",181660
"GompersInt","Coaches Instructional",21773
"GompersInt","Coaches Instructional",80163
"GompersInt","Common Core State Standards",53760
"GompersInt","Counselors",100075
"GompersInt","Custodial Supplies",7692
"GompersInt","Custodians",254486
"GompersInt","Financial Managers",36819
"GompersInt","General Supplies",11917
"GompersInt","Instructional Materials",18341
"GompersInt","Instructional Materials",18644
"GompersInt","Instructional Materials",29374
"GompersInt","Nurses",19790
"GompersInt","Nurses",19791
"GompersInt","Parent Involvement",7716
"GompersInt","Psychologists",8352
"GompersInt","Sped-Allocation To Schools For Compliance",10455
"GompersInt","Sped-Assistants",92348
"GompersInt","Sped-Assistants",644288
"GompersInt","Sped-Educationally Related Mental Health Services",194045
"GompersInt","Sped-Ima Allocation To Schools",1403
"GompersInt","Sped-Teacher-Resource Specialist Program",185138
"GompersInt","Sped-Teacher-Special Day Program",974025
"GompersInt","Substitutes-Day To Day And Long-Term",2258
"GompersInt","Substitutes-Day To Day And Long-Term",10137
"GompersInt","Substitutes-Day To Day And Long-Term",66200
"GompersInt","Teacher Academic Differentials",2103
"GompersInt","Teacher Assistants",12827
"GompersInt","Teachers",0
"GompersInt","Teachers",28095
"GompersInt","Teachers",328618
"GompersInt","Teachers",1807851
"GompersInt","Transportation",6712
"GrahamEEC","Early Childhood Development",1010074
"GrahamEEC","Housekeepers",59103
"GrahamEEC","Instructional Materials",9100
"GrahamEEC","Sped-Assistants-Preschool",49500
"GrahamEEC","Sped-Ima Allocation To Schools",150
"GrahamEEC","Sped-Teacher-Special Day Program-Preschool",93641
"GrahamEL","Administrators (Principals & Assistant Principals)",120175
"GrahamEL","Administrators (Principals & Assistant Principals)",128347
"GrahamEL","Arts Program",38196
"GrahamEL","Cafeteria",232210
"GrahamEL","Campus Aides",21473
"GrahamEL","Categorical Program Advisors",100390
"GrahamEL","Certificated Supplemental Time (X, Z, & Professional Development)",3000
"GrahamEL","Certificated Supplemental Time (X, Z, & Professional Development)",5025
"GrahamEL","Certificated Supplemental Time (X, Z, & Professional Development)",11128
"GrahamEL","Classified Overtime, X & Z Time",1660
"GrahamEL","Clerical Substitutes",1438
"GrahamEL","Clerical Support",179494
"GrahamEL","Common Core State Standards",15000
"GrahamEL","Custodial Overtime & Relief",3000
"GrahamEL","Custodial Supplies",300
"GrahamEL","Custodial Supplies",5692
"GrahamEL","Custodians",165710
"GrahamEL","Differentials/Longevities",6000
"GrahamEL","General Supplies",13124
"GrahamEL","Instructional Aides",9446
"GrahamEL","Instructional Materials",1000
"GrahamEL","Instructional Materials",12224
"GrahamEL","Instructional Materials",44049
"GrahamEL","Instructional Materials",58389
"GrahamEL","Nurses",19790
"GrahamEL","Nurses",59370
"GrahamEL","Parent Involvement",8892
"GrahamEL","Parent Involvement",26626
"GrahamEL","Physical Education Teacher Incentive",18728
"GrahamEL","Psychologists",5220
"GrahamEL","Psychologists",41760
"GrahamEL","School Readiness Language Development Program",119148
"GrahamEL","Sped-Allocation To Schools For Compliance",5228
"GrahamEL","Sped-Assistants",145174
"GrahamEL","Sped-Ima Allocation To Schools",306
"GrahamEL","Sped-Preschool Program Services (Including Itinerants)",101697
"GrahamEL","Sped-Teacher-Resource Specialist Program",90729
"GrahamEL","Sped-Teacher-Special Day Program",75728
"GrahamEL","Substitutes-Day To Day And Long-Term",61485
"GrahamEL","Substitutes-Day To Day And Long-Term",102610
"GrahamEL","Teacher Assistants",89
"GrahamEL","Teacher Assistants",86229
"GrahamEL","Teachers",13236
"GrahamEL","Teachers",13236
"GrahamEL","Teachers",3000171
"GrahamEL","Temporary Personnel Account",14000
"GrahamEL","Temporary Personnel Account",16984
"GranadaCommChrtr","Administrators (Principals & Assistant Principals)",136344
"GranadaCommChrtr","Advisors",58607
"GranadaCommChrtr","Arts Program",19098
"GranadaCommChrtr","Cafeteria",88241
"GranadaCommChrtr","Campus Aides",21030
"GranadaCommChrtr","Certificated Supplemental Time (X, Z, & Professional Development)",1061
"GranadaCommChrtr","Certificated Supplemental Time (X, Z, & Professional Development)",9526
"GranadaCommChrtr","Classified Overtime, X & Z Time",1034
"GranadaCommChrtr","Clerical Substitutes",711
"GranadaCommChrtr","Clerical Support",124665
"GranadaCommChrtr","Common Core State Standards",20700
"GranadaCommChrtr","Coordinators",66228
"GranadaCommChrtr","Custodial Overtime & Relief",2050
"GranadaCommChrtr","Custodial Supplies",200
"GranadaCommChrtr","Custodial Supplies",3680
"GranadaCommChrtr","Custodians",127062
"GranadaCommChrtr","Differentials/Longevities",1214
"GranadaCommChrtr","English Learner Implementation And Support",6416
"GranadaCommChrtr","General Supplies",6749
"GranadaCommChrtr","Instructional Materials",2938
"GranadaCommChrtr","Instructional Materials",10888
"GranadaCommChrtr","Instructional Materials",39928
"GranadaCommChrtr","Library Aides",11470
"GranadaCommChrtr","Nurses",19790
"GranadaCommChrtr","Off-Norm & One Time School Allocations",0
"GranadaCommChrtr","Parent Involvement",1500
"GranadaCommChrtr","Parent Involvement",3540
"GranadaCommChrtr","Psychiatric Social Workers",31321
"GranadaCommChrtr","Psychologists",5220
"GranadaCommChrtr","Psychologists",10441
"GranadaCommChrtr","Sped-Allocation To Schools For Compliance",6567
"GranadaCommChrtr","Sped-Assistants",99000
"GranadaCommChrtr","Sped-Assistants",370468
"GranadaCommChrtr","Sped-Assistants-Preschool",43117
"GranadaCommChrtr","Sped-Ima Allocation To Schools",676
"GranadaCommChrtr","Sped-Teacher-Resource Specialist Program",172891
"GranadaCommChrtr","Sped-Teacher-Special Day Program",286604
"GranadaCommChrtr","Sped-Teacher-Special Day Program-Preschool",102343
"GranadaCommChrtr","Substitutes-Day To Day And Long-Term",44650
"GranadaCommChrtr","Teacher Assistants",19348
"GranadaCommChrtr","Teachers",1506346
"GranadaCommChrtr","Temporary Personnel Account",8734
"GranadaHillsSciMa","Central Office/Educational Service Centers",392685
"GranadaStatePreSch","Early Childhood Development",118229
"GrandViewEL","Administrators (Principals & Assistant Principals)",136344
"GrandViewEL","Advisors",58045
"GrandViewEL","Afterschool Programs",449
"GrandViewEL","Afterschool Programs",1615
"GrandViewEL","Afterschool Programs",5505
"GrandViewEL","Afterschool Programs",79568
"GrandViewEL","Arts Program",38196
"GrandViewEL","Cafeteria",79558
"GrandViewEL","Campus Aides",21030
"GrandViewEL","Categorical Program Advisors",58771
"GrandViewEL","Certificated Supplemental Time (X, Z, & Professional Development)",2051
"GrandViewEL","Certificated Supplemental Time (X, Z, & Professional Development)",3632
"GrandViewEL","Certificated Supplemental Time (X, Z, & Professional Development)",35179
"GrandViewEL","Classified Overtime, X & Z Time",15660
"GrandViewEL","Clerical Substitutes",968
"GrandViewEL","Clerical Substitutes",1500
"GrandViewEL","Clerical Support",124665
"GrandViewEL","Common Core State Standards",39130
"GrandViewEL","Custodial Overtime & Relief",1000
"GrandViewEL","Custodial Supplies",100
"GrandViewEL","Custodial Supplies",4246
"GrandViewEL","Custodians",118448
"GrandViewEL","Custodians",127062
"GrandViewEL","Differentials/Longevities",726
"GrandViewEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"GrandViewEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"GrandViewEL","General Supplies",9724
"GrandViewEL","Indirect Cost",298
"GrandViewEL","Indirect Cost",3978
"GrandViewEL","Instructional Aides",15114
"GrandViewEL","Instructional Materials",2000
"GrandViewEL","Instructional Materials",5500
"GrandViewEL","Instructional Materials",8128
"GrandViewEL","Instructional Materials",18874
"GrandViewEL","Library Aides",34534
"GrandViewEL","Nurses",19790
"GrandViewEL","Parent Involvement",4728
"GrandViewEL","Parent Involvement",5580
"GrandViewEL","Psychologists",5220
"GrandViewEL","School Readiness Language Development Program",230590
"GrandViewEL","Sped-Allocation To Schools For Compliance",6184
"GrandViewEL","Sped-Assistants",459205
"GrandViewEL","Sped-Assistants",593012
"GrandViewEL","Sped-Ima Allocation To Schools",855
"GrandViewEL","Sped-Teacher-Resource Specialist Program",99698
"GrandViewEL","Sped-Teacher-Special Day Program",891810
"GrandViewEL","Substitutes-Day To Day And Long-Term",10500
"GrandViewEL","Substitutes-Day To Day And Long-Term",69510
"GrandViewEL","Teacher Assistants",38481
"GrandViewEL","Teacher Assistants",92289
"GrandViewEL","Teachers",13000
"GrandViewEL","Teachers",2009033
"GrandViewEL","Temporary Personnel Account",12584
"GrantComTechMag","Clerical Substitutes",735
"GrantComTechMag","General Supplies",6647
"GrantComTechMag","Instructional Materials",8470
"GrantComTechMag","Magnet Schools Resources",6647
"GrantComTechMag","Magnet Schools Resources",63548
"GrantComTechMag","Sped-Allocation To Schools For Compliance",1467
"GrantComTechMag","Sped-Ima Allocation To Schools",102
"GrantComTechMag","Substitutes-Day To Day And Long-Term",43030
"GrantComTechMag","Teachers",1244590
"GrantComTechMag","Transportation",6712
"GrantEEC","Early Childhood Development",1258825
"GrantEEC","Housekeepers",59103
"GrantEEC","Instructional Materials",11500
"GrantEEC","Sped-Allocation To Schools For Compliance",192
"GrantEL","Administrators (Principals & Assistant Principals)",139630
"GrantEL","Advisors",58045
"GrantEL","Afterschool Programs",897
"GrantEL","Afterschool Programs",2153
"GrantEL","Afterschool Programs",14183
"GrantEL","Afterschool Programs",95054
"GrantEL","Arts Program",38196
"GrantEL","Cafeteria",228765
"GrantEL","Campus Aides",21030
"GrantEL","Categorical Program Advisors",58763
"GrantEL","Certificated Supplemental Time (X, Z, & Professional Development)",3441
"GrantEL","Certificated Supplemental Time (X, Z, & Professional Development)",5500
